text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,rise
 cnbc cnbctechcheck cnbcpro ummm,0.0,0.0,neutral,0.0,1.0,0.0,0.0,32,4,0
 paulapereda8 microsoft vanderbiltecon obrigado paula te espero na festa de 1 ano da sofia eim igual a do bentinho ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,115,19,0
 hey come work with me sort of gears of war needs a community management director https t co c9bmzojmkk ,0.0,0.0,negative,0.0,1.0,0.0,0.0,104,19,0
 xbox walmart target bestbuy microsoft agstevemarshall thejusticedept open optweet for all gamers how about https t co nhyu2oew8l ,0.0,0.5,neutral,0.0,1.0,0.0,0.0,130,18,0
 accelerating towards a more inclusive society with ai and blockchain in a career spanning 26 years samiranhas held le ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,119,19,0
microsoft looks to bring nuance biometrics to healthcare in philippines https t co by9tauneuh via biometricupdate ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,114,16,0
 imagina que j foi a segunda revista semanal do pa s,0.0,0.0,neutral,0.0,1.0,0.0,0.0,52,11,0
 joefrancisco5 andreapichinini i was a early adapter had 2 red ring before microsoft admitted they had a problem https t co bjlgk0cf9l ,0.05,0.15,negative,0.0,1.0,0.0,0.0,135,22,0
 gdcaplan as someone who once worked for microsoft,0.0,0.0,neutral,0.0,1.0,0.0,0.0,50,8,0
this is a map of america s broadband problem https t co 2hnowuc4ba via verge ,0.0,0.0,negative,0.0,1.0,0.0,0.0,77,15,0
microsoft corporation released a new update for power apps version 3 21051 20 https t co rezvniaffu ,0.1363636363636363,0.4545454545454545,neutral,0.0,1.0,0.0,0.0,100,17,0
 para los que tengan problemas que no pueden escribir correos de outlook porfavor intenten esto c program files comm ,0.0,0.0,negative,0.0,1.0,0.0,0.0,117,19,0
office 365 roadmap sharepoint syntex automatically set sensitivity labels in document understanding models https t co enghww4sai ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,129,17,0
office 365 roadmap microsoft project book resources to manage resource availability https t co mh1qs9ovan ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,106,15,0
office 365 roadmap microsoft viva topic management dashboard https t co bdvksu7hvb ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,83,12,0
 tatunami iphone ipad microsoft lens ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,37,5,0
 supertori098 saizuky cazador99523544 saselandia lo de hellblade 2 va a ser gracioso de ver,0.0,0.0,positive,0.0,1.0,0.0,0.0,91,14,0
 artificial intelligence products market global outlook 2021 to 2026 open ai qliktech international ab microsoft corp ,-0.15,0.375,positive,0.0,1.0,0.0,0.0,118,16,0
microsoft tech https t co zyl0esdqnr ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,37,6,0
reflect as naomi boyd,0.0,0.0,neutral,0.0,1.0,0.0,0.0,21,4,0
 something interesting i ve noticed teaching is gen z just does not use microsoft word,0.5,0.5,positive,0.0,1.0,0.0,0.0,86,15,0
 microsoft xboxseriesx xboxseriess https t co ztb1iqqvbz ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,57,7,0
this is a great idea more than microsoft outlook would be interested in it there is a serious problem of too https t co sxjghutnsq ,0.3041666666666667,0.6041666666666666,positive,0.0,1.0,0.0,0.0,131,25,0
 wearsy microsoft that is the best ,1.0,0.3,positive,0.0,1.0,0.0,0.0,35,6,0
openmp updates and fixes for c in visual studio 2019 version 16 10 https t co uc0rv2uhq4 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,89,17,0
 https t co l0t8p2brrx whatsapp i have a problem interesting forensic finding on colonial pipeline they were still using a vulnerable version of microsoft exchange th 3 ways new sas microsoft solutions can change the way manufacturers think artificialintelligence ai datascience 100da ,0.0454545454545454,0.4848484848484848,negative,0.0,1.0,0.0,0.0,285,42,0
 czechoutluci looks like someone went wild on microsoft paint at 3am ,0.1,0.4,positive,0.0,1.0,0.0,0.0,69,11,0
 microsoft gets hammered into irrelevancy 1991 speedrun any avi https t co tgjlcd2utj ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,13,0
 welcome to the empoweredcloud sas microsoft were named a top joint venture among fastcompany s most innovative compa ,0.575,0.725,positive,0.0,1.0,0.0,0.0,118,18,0
 2 2 https t co ivbplppylw https t co gbyw704zxr h ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,51,11,0
xbox deals microsoft xbox 360 s 250gb black console w 4 controllers kinect amp 5 games https t co rfublnwjqu https t co hltkqlhifp ,-0.1666666666666666,0.4333333333333333,neutral,0.0,1.0,0.0,0.0,131,24,0
 qualys 2021 patch tuesday dashboard released may 2021 16 qids 85 cves incl 30 apsb cves patch tuesday 2021 dashbo https t co g6kt9ssc5t ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,137,24,0
xbox deals microsoft xbox 360 e 250gb console bundle w cables amp two random game titles https t co 958ysqxwsg https t co ht92qen8vi,-0.45,0.45,neutral,0.0,1.0,0.0,0.0,132,24,0
planning a meeting or conference add valuable software skills education to your next meeting in person or virtual https t co 0pkzc069ve ,0.0,0.0,positive,0.0,1.0,0.0,0.0,136,22,0
possible threat on hxxps wideselectionthings online riedjpx01 iejpx01 zip phishing microsoft ,0.0,1.0,negative,0.0,1.0,0.0,0.0,93,11,0
xbox deals microsoft xbox s slim 360 console amp intercooler black model 1439 https t co ws00y9hdxg https t co vdy1iixyk7,-0.1666666666666666,0.4333333333333333,neutral,0.0,1.0,0.0,0.0,121,21,0
 estulindaniel recuerdo cuando microsoft levant su publicidad de un casco de realidad virtual donde ella era la modelo ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,18,0
 microsoft gets hammered into irrelevancy 1991 speedrun any avi https t co tgjlcd2utj ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,13,0
this job might be a great fit for you part time microsoft network technology instructor continuous pool https t co qiufkdv4iv ,0.6000000000000001,0.575,positive,0.0,1.0,0.0,0.0,126,21,0
 michaelbjordan blkcreatives themattiejames iamkingwilliams kiaspeaks square apsupdate microsoft apple yes pleas ,0.0,0.0,positive,0.0,1.0,0.0,0.0,113,11,0
https t co lovpfwrb1r microsoft windows 10 1809 and 1909 have reached end of service news freeptomaineradio comm https t co qfdwckem8g ,0.0,0.0,positive,0.0,1.0,0.0,0.0,135,22,0
 here it is folks filters for msintune is here this is huge https t co faqdzos8iu ,0.4000000000000001,0.9,positive,0.0,1.0,0.0,0.0,82,16,0
microsoft gets hammered into irrelevancy 1991 speedrun any avi https t co tgjlcd2utj ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,85,13,0
 alyginspace microsoft word is telling me to get out of this liminal space now ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,79,14,0
 vs rwy16l microsoft flight simulator2020 https t co rygrbdkdxg youtube ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,72,10,0
 certfr 2021 avi 369 multiples vuln rabilit s dans les produits microsoft 12 mai 2021 https t co 4c7ngql2sk ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,108,19,0
 drstuartfraser1 it s definitely clunky compared to something like slack,0.0,0.5,positive,0.0,1.0,0.0,0.0,72,10,0
 https t co l0t8p2brrx whatsapp i have a problem https t co l0t8p2brrx whatsapp i have a problem ,0.0,0.0,negative,0.0,1.0,0.0,0.0,97,18,0
 microsoft office 2000 nostalgia ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,33,4,0
 pixelpusher tsr falconseye3 esportsenigmist tabwire discord microsoft weareenthusiast upcomer only a matter of time,0.0,1.0,negative,0.0,1.0,0.0,0.0,116,14,0
 learn about the four guiding principles for artificial intelligence that make microsoft azure ai the top choice among t ,-0.0499999999999999,0.75,positive,0.0,1.0,0.0,0.0,121,19,0
 https t co l0t8p2brrx whatsapp i have a problem azure static web apps is now generally available https t co dwwszbatqw mrs carm chloecondon juliehubs microsoft oh that reminds me twitter doesn t crop pics anymore on mobile so https t co qe3yqfj2g9 ,0.45,0.65,negative,0.0,1.0,0.0,0.0,249,43,0
 xbranchh its not microsoft edge oml ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,37,6,0
5 12 gafa m 2020 9 2 google 30 4 aamazon 10 7 facebook 0 0 apple 6 6 microsoft 3 2 c 20 visual studio 2019 16 10 preview 3 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,123,31,0
https t co bymjojdza0 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,4,0
c 20 c ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,7,3,0
 std fo ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,8,2,0
 19 https t co 1ueymyly2y ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,26,5,0
 this asian american and pacific islander heritage month,0.0,0.0,neutral,0.0,1.0,0.0,0.0,56,8,0
 arimelber does this remind anyone else of the microsoft word document bjnovak set up as creed s blog ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,102,18,0
 microsoft new 365 subscription makes it easier for frontline workers to use data securely and effectively,0.3787878787878787,0.6181818181818182,positive,0.0,1.0,0.0,0.0,106,16,0
there s still time to register for the free online dataweekender online conference i ll be presenting on azure dat https t co 1qxnfabpbx ,0.4,0.8,positive,0.0,1.0,0.0,0.0,137,24,0
teaching my sis how to use microsoft teams cuz she has a big girl interview tomorrow they grow up so fast ,0.1,0.35,neutral,0.0,1.0,0.0,0.0,106,21,0
 microsoft xbox bethox ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,23,3,0
 azure cosmos db for ai engineers azure cosmos db blog falconseye3 pixelpusher tsr esportsenigmist tabwire discord microsoft weareenthusiast upcomer i wouldn t sa https t co 127ntsaupj azure cosmos db for ai engineers azure cosmos db blog ,0.0,0.0,negative,0.0,1.0,0.0,0.0,239,37,0
 valpiccino clica start e confere na microsoft store ele vai avisar se seu ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,75,13,0
 struggling with different node versions this post by atwork to the rescue microsoft365 microsoft365dev sharepoint ,0.0,0.6,positive,0.0,1.0,0.0,0.0,115,15,0
regular microsoft teams conversations at work https t co gx0xoiko7z ,0.0,0.0769230769230769,neutral,0.0,1.0,0.0,0.0,68,10,0
 apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,6,1,0
 jessicamgiusti it s true,0.35,0.65,positive,0.0,1.0,0.0,0.0,25,4,0
 decide which artificial intelligence is the one for you with microsoft analytics and ai check it out here https t co g8 ,-0.6,1.0,positive,0.0,1.0,0.0,0.0,121,22,0
 mrs carm chloecondon juliehubs microsoft i am literally,0.0,0.0,neutral,0.0,1.0,0.0,0.0,56,8,0
 signature microsoft world ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,27,3,0
oh that s python for home assistant which i use to pass through to node red running javascript to pass through to https t co nawstetyfi ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,136,26,0
 signature microsoft world ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,27,3,0
 byebye iota is the real deal microsoft is shutting down its azure blockchain service zdnet https t co ny5onjbowi ,0.0222222222222222,0.2944444444444445,neutral,0.0,1.0,0.0,0.0,114,19,0
 shoe0nhead only a matter of time before she ends up like microsoft tay ,0.0,1.0,positive,0.0,1.0,0.0,0.0,72,13,0
 a actualizaaaaaaar decide which artificial intelligence is the one for you with microsoft analytics and ai check it out here https t c microsoft theclippy mrs carm chloecondon juliehubs microsoft https t co kvwkunstvl microsoft times played zero ,-0.6,1.0,positive,0.0,1.0,0.0,0.0,247,38,0
times lost zero ,0.0,0.0,negative,0.0,1.0,0.0,0.0,16,3,0
 https t co yu1ehg6dsl ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,23,4,0
join us tomorrow at 9 am pt for our newest ama on threat protection we will be talking all about how microsoft 365 https t co lokejtevbb ,0.0,0.0,negative,0.0,1.0,0.0,0.0,137,27,0
 https t co l0t8p2brrx whatsapp i have a problem m s in data science 2ndmasters womeninstem ,0.0,0.0,negative,0.0,1.0,0.0,0.0,92,16,0
research data science amp healthcare,0.0,0.0,neutral,0.0,1.0,0.0,0.0,36,5,0
1 computational interpretation of dis ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,38,5,0
 assassinsfr j ai le sp sur xbox,0.0,0.0,neutral,0.0,1.0,0.0,0.0,32,7,0
 m s in data science 2ndmasters womeninstem research data science amp healthcare 1 computational interpretation of dis ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,17,0
 rt teamcymru 2 great leaders in cybersecurity in one webinar david monnier with guest peter anaman will be discussi ,0.8,0.75,positive,0.0,1.0,0.0,0.0,117,19,0
 further proving microsoft doesn t care about their console owners they ve now completely turned off the ability to disa ,0.05,0.45,positive,0.0,1.0,0.0,0.0,121,20,0
 levirobischon tomjchicago bill gates was always an opportunistic slimeball he had horrible contracts with his worker ,-1.0,1.0,negative,0.0,1.0,0.0,0.0,118,16,0
 xcloudtimdog great we can look at all the systems were not getting cause microsoft won t even put an injunction on https t co 7casrygpe9 ,0.8,0.75,positive,0.0,1.0,0.0,0.0,138,25,0
 unsere vortreffliche haushaltsausschuss kollegin helenelaportern klagt vonderleyen an die gafam unternehmen google,0.0,0.0,negative,0.0,1.0,0.0,0.0,115,12,0
 ericgarland great article here too shows much deeper ties between bill gates and epstein from 2011 2014 some long visi ,0.3166666666666666,0.45,positive,0.0,1.0,0.0,0.0,120,20,0
 https t co l0t8p2brrx whatsapp i have a problem https t co l0t8p2brrx whatsapp i have a problem ,0.0,0.0,negative,0.0,1.0,0.0,0.0,97,18,0
 https t co l0t8p2brrx whatsapp i have a problem looking to level up your meeting experience check out the new interactive webinar capabilities in microsoftteams and https t co l0t8p2brrx whatsapp i have a problem ,0.1363636363636363,0.4545454545454545,negative,0.0,1.0,0.0,0.0,214,35,0
 https t co l0t8p2brrx whatsapp i have a problem sharepoint x microsoft 365 https t co l0t8p2brrx whatsapp i have a problem ,0.0,0.0,negative,0.0,1.0,0.0,0.0,124,22,0
 microsoft several windows 10 editions have reached end of service https t co bqqz4uslnh ,0.0,0.0,positive,0.0,1.0,0.0,0.0,89,14,0
 slamastack ugh a java dev gonna put on my microsoft net socks and challenge you to a duel kidding i was the t https t co trrwupebdg ,0.0,0.0,negative,0.0,1.0,0.0,0.0,133,27,0
 margoandhow epstein was very aggressive about recruiting big tech company execs,0.1,0.2,negative,0.0,1.0,0.0,0.0,80,11,0
demonstration of microsoft azure defender for iot platform https t co eiwu71sizp via youtube ,0.0,0.0,positive,0.0,1.0,0.0,0.0,93,14,0
https t co rwtgz158zm ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,4,0
new microsoft edge dev build arrives as edge version 91 lands in beta channel on linux https t co 5kiut16cjt ,0.1363636363636363,0.4545454545454545,neutral,0.0,1.0,0.0,0.0,109,20,0
 traciemac2021 all these people connected to microsoft amp gates have spokespersons who would have us believe their bs deni ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,124,19,0
 attack surface reduction leverages deny rules to block malicious behavior check out dent a framework for creating com base ,-0.8,1.0,negative,0.0,1.0,0.0,0.0,124,19,0
 nerdpyle chloecondon juliehubs microsoft why do i ask no reason ,0.0,0.0,negative,0.0,1.0,0.0,0.0,65,10,0
new azure ad capabilities for conditional access and azure vms at rsa 2021 microsoft tech community https t co 7vkrywvwfg ,0.1363636363636363,0.4545454545454545,neutral,0.0,1.0,0.0,0.0,122,20,0
 michaelbjordan blkcreatives themattiejames iamkingwilliams kiaspeaks square apsupdate microsoft apple yes pleas ,0.0,0.0,positive,0.0,1.0,0.0,0.0,113,11,0
 signature microsoft world ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,27,3,0
 decide which artificial intelligence is the one for you with microsoft analytics and ai check it out here https t co ao ,-0.6,1.0,positive,0.0,1.0,0.0,0.0,121,22,0
 eddiejaoude microsoft github well yes but no u get it ,0.0,0.0,positive,0.0,1.0,0.0,0.0,55,10,0
 maiores aquisi es realizadas por big techs linkedin microsoft 26 2 b whatsapp facebook 22 b whole foods amazo ,0.1,0.25,neutral,0.0,1.0,0.0,0.0,111,19,0
this is the soc reference model to compare your program against or use to build a new program this is an open s https t co if7ocjovt1 ,0.0681818181818181,0.4772727272727273,neutral,0.0,1.0,0.0,0.0,134,27,0
 turquesazulada jaja,0.0,0.0,neutral,0.0,1.0,0.0,0.0,20,2,0
 it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late 90 s is no ,0.0166666666666666,0.6833333333333332,positive,0.0,1.0,0.0,0.0,120,24,0
 alter83519335 i need it thank you rn the document is so big that it keeps crashing microsoft word ,0.0,0.1,positive,0.0,1.0,0.0,0.0,99,18,0
 web timetree web 2021 6 internet explorer ie 1 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,48,9,0
 with microsoft shutdown sound for a laugh i hope dude is okay https t co 8hyf0kgtsl ,0.3999999999999999,0.3333333333333333,positive,0.0,1.0,0.0,0.0,85,16,0
sustentando ip da microsoft direto no ps4,0.0,0.0,negative,0.0,1.0,0.0,0.0,41,7,0
until then,0.0,0.0,neutral,0.0,1.0,0.0,0.0,10,2,0
generation x gaming ep 263 may 13,0.0,0.0,neutral,0.0,1.0,0.0,0.0,33,7,0
project reunion 0 5 7 is now available https t co z8xxhjpvnd upgrade instructions https t co vz7b4nxvlw ,0.4,0.4,neutral,0.0,1.0,0.0,0.0,104,18,0
 xboxstockalerts got mine from the microsoft store ordered tuesday delivered today took me 3 months to get one ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,111,18,0
 awgreig she wants to really learn excel so i figured maybe microsoft would be the best route ,0.4666666666666666,0.2,positive,0.0,1.0,0.0,0.0,94,17,0
another software upgrade switching to microsoft 365 does your team need to be more productive with microsoft offi https t co fc06lttyxo ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,136,22,0
precisando de uma ajudinha nos estudos a uni academy est disponibilizando de forma gratuita o guia de estudos do https t co 2yhuj1jccd ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,135,23,0
buy microsoft surface pro x 13 touch screen sq1 8gb memory 256gb ssd wifi 4g lte 999 99 dailydeals https t co nkyl0fxbke ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,23,0
buy microsoft surface pro x 13 touch screen sq1 8gb memory 128gb ssd wifi 4g lte 799 99 more for 799 99 https t co xacnwyg3qe ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,126,26,0
 kunzed philousports gratuit sur le microsoft store ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,52,7,0
 it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late 90 s is no ,0.0166666666666666,0.6833333333333332,positive,0.0,1.0,0.0,0.0,120,24,0
 importante lembrar que,0.0,0.0,neutral,0.0,1.0,0.0,0.0,23,3,0
 it s remarkable how synonymous halo is with xbox what was originally a secret project at bungie in the late 90 s is no ,0.0166666666666666,0.6833333333333332,positive,0.0,1.0,0.0,0.0,120,24,0
 if you re a phd student in the us or canada going into your third year in fall 2021,0.0,0.0,neutral,0.0,1.0,0.0,0.0,84,19,0
 gabrielthevega iwalkvikcelts bleacherreport microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,55,4,0
 vtiryan microsoft rent free lmao ,0.5,0.9,positive,0.0,1.0,0.0,0.0,34,5,0
 touch it you know you want to or throw it,0.0,0.0,positive,0.0,1.0,0.0,0.0,42,10,0
women will do anything for a microsoft surface tablet https t co 0wif9kjqsd ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,76,13,1
eu t aqui pensando,0.0,0.0,neutral,0.0,1.0,0.0,0.0,18,4,1
 conacyt recomienda llenar sus formatos en l nea v a internet explorer desde hace 5 a os microsoft descontinu explorer p ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,21,1
 kam1esports el microsoft 3 0 era el boca river de la epoca con ese que lindo que era ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,18,1
 usa microsoft xboxsx xbox series x in stock streaming https t co mt44lrc5sz link https t co qk7e57ib7m ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,104,18,1
found this today in 2011 samykamkar discovered the iphone android and windows phone mobile devices were conti https t co esiral2r85 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,132,21,1
5 13 gafa m 2020 9 2 google 31 7 aamazon 10 5 facebook 0 9 apple 4 9 microsoft 4 9 web ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,87,23,1
timetree web 2021 6 internet explorer ie ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,41,7,1
 1 https t co drt6hu9jhe ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,25,5,1
 gunswat this video goes into good detail of how microsoft and sega was actually possible over 20 years ago xbox https t co ha7zgteegm ,0.35,0.8,positive,0.0,1.0,0.0,0.0,135,24,1
 collin sexton breaks down film on all the ways he gets buckets nba courtoptix powered by microsoft azure gives col ,-0.1555555555555555,0.2888888888888889,neutral,0.0,1.0,0.0,0.0,116,20,1
 with microsoft shutdown sound for a laugh i hope dude is okay https t co 8hyf0kgtsl ,0.3999999999999999,0.3333333333333333,positive,0.0,1.0,0.0,0.0,85,16,1
 sky news australia una nueva versi n de internet que est descentralizada y construida alrededor de blockchain est ac ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,19,1
 your new exclusive deal at dealors microsoft surface studio all in one 28 4500x3000 touchscreen i5 8gb ram 64gb ssd 1 ,0.1363636363636363,0.4545454545454545,positive,0.0,1.0,0.0,0.0,119,21,1
 cavsnation623 iwalkvikcelts bleacherreport microsoft bro he s a celtics fan,0.0,0.0,positive,0.0,1.0,0.0,0.0,76,10,1
 otaku sensato eu acho que a bandai eles fazem jogos muito bons tipo a jogos de animes como naruto,0.0,0.0,neutral,0.0,1.0,0.0,0.0,98,19,1
https t co lkrxgymlwh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,4,1
 inuktitut is now available in microsoft translator https t co ocjodt6atu the government of nunavut has worked proactive ,0.4,0.4,positive,0.0,1.0,0.0,0.0,121,18,1
 conacyt recomienda llenar sus formatos en l nea v a internet explorer desde hace 5 a os microsoft descontinu explorer p ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,21,1
 beta collector windows microsoft guys guys how can i sign up to be a clock ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,76,15,1
please join microsoftrewards and start earning points https t co pl4pyjnuuf ,0.0,0.0,positive,0.0,1.0,0.0,0.0,76,11,1
 bolstering safevchat s growth are new features being developed amp tested for corporate customers looking to switch ,0.0787878787878787,0.2515151515151515,positive,0.0,1.0,0.0,0.0,117,17,1
 beta collector windaesthetic windows microsoft even if it looks like an early beta build,0.1,0.3,positive,0.0,1.0,0.0,0.0,89,14,1
 tencent s timi forms strategic partnership with xbox game studios https t co tbnzeeqko8 repost xbox microsoft tencent ,-0.4,0.4,neutral,0.0,1.0,0.0,0.0,119,18,1
 i am so excited to announce this public msftresearch race and tech lecture series 14 lectures in 14 months,0.1875,0.4083333333333333,positive,0.0,1.0,0.0,0.0,107,19,1
 the msedgedev web platform team is hiring for a senior pm to help drive chromium forward and shape the future of edge part ,0.0,0.125,positive,0.0,1.0,0.0,0.0,124,23,1
 xboxinsiders having trouble installing the pso2 ngs closed beta these steps may help restart your pc sign out of ,-0.15,0.15,neutral,0.121,0.759,0.121,0.0,114,19,1
 restock alert xbox series s available at bestbuy https t co itwcrrrabn https t co vz9bp9l8ql ,0.4,0.4,positive,0.0,1.0,0.0,0.0,94,16,1
 20 a os ya desde mi primer amor halo y microsoft xbox https t co hkt641vpg4 ,0.0,0.0,positive,0.0,1.0,0.0,0.0,77,16,1
 the desperate mask lunacy is too much for me i have instructed microsoft word to automatically replace the word democrats ,-0.1999999999999999,0.6,negative,0.0,1.0,0.0,0.0,123,20,1
 microsoft surface duo nampaknya mengalami penurunan harga dari 1 399 kepada 690 saya boleh anggap surface duo masih ber ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,19,1
 the g 91 dallasstars don t come here talking shit when your logo looks like it was made in microsoft paint ,-0.2,0.8,negative,0.0,1.0,0.0,0.0,108,21,1
microsoft panopticon is a new repository by microsoft panopticon is a complete in dram rowhammer mitigation this https t co 0kcloser4l ,0.1181818181818181,0.4272727272727272,neutral,0.0,1.0,0.0,0.0,135,21,1
 touch it you know you want to or throw it,0.0,0.0,positive,0.0,1.0,0.0,0.0,42,10,1
 usa microsoft xboxss xbox series s in stock streaming https t co mt44lrc5sz link https t co 6mckvwgcoy ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,104,18,1
