text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,rise
 lisaquestions windows ubuntu microsoft that s a workaround,0.0,0.0,neutral,0.0,1.0,0.0,0.0,59,8,1
 come join our team and help devs build end to end tests for modern web apps with playwrightweb we are hiring a sr produ ,0.2,0.3,positive,0.0,1.0,0.0,0.0,121,24,1
 a new servicing update for projectreunion is now available project reunion 0 5 7 this is a stable release with even m ,0.2681818181818182,0.4272727272727272,positive,0.0,1.0,0.0,0.0,119,22,1
 update your app to the latest version https t co kveiax8uwo ,0.5,0.9,neutral,0.0,1.0,0.0,0.0,61,11,1
 k3vk4 windows ubuntu microsoft code vscodium xbox okay,0.5,0.5,positive,0.0,1.0,0.0,0.0,55,8,1
 i am just so pumped that my first chi paper from my first research intern received best paper honorable mention and gets cover ,0.5,0.3222222222222222,positive,0.0,1.0,0.0,0.0,128,23,1
 bleacherreport microsoft thisvideobot ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,39,3,1
 touch it you know you want to or throw it,0.0,0.0,positive,0.0,1.0,0.0,0.0,42,10,1
apparently you have to use microsoft edge of course that is still laggy af and now it s saying no enforcement hi https t co 0h8wzqobz9 ,0.05,0.35,negative,0.0,1.0,0.0,0.0,135,26,1
 lisaquestions windows ubuntu microsoft code vscodium xbox https t co vufmvqkqzz ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,81,11,1
 new subscribers 3 months of xbox game pass ultimate for 1 from microsoft https t co drdtsvwz2y ad https t co fksypz57jh ,-0.0878787878787878,0.6181818181818182,neutral,0.0,1.0,0.0,0.0,121,22,1
 what the fuck is this bullshit,-0.4,0.6,negative,0.0,1.0,0.0,0.0,31,6,1
 clesportopinion bleacherreport microsoft we will don t worry ,0.0,0.0,negative,0.0,1.0,0.0,0.0,62,8,1
 os microsoft xbox ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,19,3,1
 want to keep your classroom excited about learning as the school year winds down microsoftstore is offering free vi ,0.2064814814814815,0.612962962962963,positive,0.0,1.0,0.0,0.0,117,19,1
 collin sexton breaks down film on all the ways he gets buckets nba courtoptix powered by microsoft azure gives col ,-0.1555555555555555,0.2888888888888889,neutral,0.0,1.0,0.0,0.0,116,20,1
 mba microsoft commercial cmo numoto 5 tech summit ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,51,8,1
 qyousef now this is an exercise,0.0,0.0,neutral,0.0,1.0,0.0,0.0,32,6,1
with microsoft shutdown sound for a laugh i hope dude is okay https t co voivehb1dv https t co 8hyf0kgtsl ,0.3999999999999999,0.3333333333333333,positive,0.0,1.0,0.0,0.0,106,20,1
 here s the latest configmgr tech preview https t co l0xlfu4fsm memcm ,0.5,0.9,neutral,0.0,1.0,0.0,0.0,70,12,1
is microsoft preparing to bail on the smartphone market again,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,10,1
 gameranx yes,0.0,0.0,positive,0.0,1.0,0.0,0.0,13,2,1
 lisaquestions windows ubuntu microsoft let me know if venting caused positive change after all microsoft https t co d1me5ewg3c ,0.2272727272727272,0.5454545454545454,positive,0.0,1.0,0.0,0.0,128,19,1
 extas1stv cuidado que podr a ser un economista autonomo de microsoft,0.0,0.0,neutral,0.0,1.0,0.0,0.0,69,11,1
 k3vk4 windows ubuntu microsoft windows 10 updates are something that annoy me so i vent about them but i m not https t co kvv0knm2ae ,0.0,0.0,negative,0.0,1.0,0.0,0.0,134,25,1
 some insight into hardware and software failures across a fleet of 180,0.0,0.0,negative,0.0,1.0,0.0,0.0,71,12,1
 well microsoft skipped a sunday xboxseriesx restock but they dropped right on time today,0.2857142857142857,0.5357142857142857,positive,0.0,1.0,0.0,0.0,89,14,1
 xboxstockalerts just got my series x from the microsoft store ordered on tuesday delivered today ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,98,15,1
 start spreading the news msbuild register today https t co adm3n4jkaf https t co nykq1jbypp ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,93,15,1
remember to take breaks yiff thanks and bye bye makewindowsgreatagain,0.2,0.2,positive,0.0,1.0,0.0,0.0,69,10,1
 barnettforaz andersondrlja the az auditors should have a isc2 certified cisa cissp cism engineer and a microsoft https t co jjy8dc8d68 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,136,21,1
 how could an attacker exploit this vulnerability an unauthenticated attacker could send a specially crafted packet to a ta ,0.3571428571428571,0.5714285714285714,negative,0.0,1.0,0.0,0.0,124,19,1
 drakesincero1 se juntar todos os jogos da microsoft n o d um god of war qualidade gt quantidade ,0.0,0.0,positive,0.0,1.0,0.0,0.0,97,18,1
what the fuck is this bullshit,-0.4,0.6,negative,0.0,1.0,0.0,0.0,30,6,1
 acomp anos a la pl tica de cierre del ciclo como marcar tu diferencia tus semillas de tus logros 14 de mayo 11 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,112,23,1
 the cdc now says that microsoft and sony should just give me an xbox series x and a playstation 5,0.0,0.0,neutral,0.0,1.0,0.0,0.0,98,20,1
 microsoft this meeting could have been a gif ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,46,8,1
https t co bvqt8imknz ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,4,1
 affiliation our online affiliation drop in sessions are will be taking place next week from 7pm 8pm on tuesday 18th,0.0,0.0,negative,0.0,1.0,0.0,0.0,116,20,1
advertisers can activate now their first party data across microsoft advertising,0.25,0.3333333333333333,positive,0.0,1.0,0.0,0.0,80,11,1
 collin sexton breaks down film on all the ways he gets buckets nba courtoptix powered by microsoft azure gives col ,-0.1555555555555555,0.2888888888888889,neutral,0.0,1.0,0.0,0.0,116,20,1
well microsoft skipped a sunday xboxseriesx restock but they dropped right on time today,0.2857142857142857,0.5357142857142857,positive,0.0,1.0,0.0,0.0,88,14,1
my amazing cousin graduates tonight from champlain college she has accepted a job with microsoft amelia s success https t co xkg6xg5hwk ,0.45,0.45,positive,0.0,1.0,0.0,0.0,136,22,1
 artificial intelligence market revenue,-0.6,1.0,positive,0.0,1.0,0.0,0.0,39,4,1
revengerat and aysncrat target aerospace and travel sectors microsoft microsoftsecurity https t co n3j4uwgmiw ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,110,14,1
revengerat and aysncrat target aerospace and travel sectors microsoft microsoftsecurity https t co uieto9nlf9 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,110,14,1
 la tecnolog a,0.0,0.0,neutral,0.0,1.0,0.0,0.0,14,3,1
 aten o mulheres avanade multinacional do segmento de tecnologia uma joint venture da microsoft e da accenture est com ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,19,1
 van de starlink satellieten qfs quantum financieel systeem komt nu in actie qfs voting voor eerlijke verkiezingen qfs ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,18,1
 trueblue designs the future of artificial intelligence and analytics for healthcare with aidea integrated with microsof ,-0.3,0.5625,positive,0.0,1.0,0.0,0.0,121,16,1
 simcclure xbox turned 20 this month and microsoft made a celebration video for it one of the top comments on that https t co 7eck3oi3il ,0.5,0.5,positive,0.0,1.0,0.0,0.0,137,25,1
 pedrinreyli ue man qq tem os consoles quer modo desempenho bla bla bla,0.0,0.0,negative,0.0,1.0,0.0,0.0,71,13,1
 schwi carinhoso e me interesso em gow,0.0,0.0,neutral,0.0,1.0,0.0,0.0,38,7,1
 a nasa j foi hackeada com um pc de us 35 o google j foi hackeado ficou fora do ar e em seu lugar apareceu uma i ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,27,1
if console gaming is to survive,0.0,0.0,neutral,0.0,1.0,0.0,0.0,31,6,1
 d nde quedaron los gigantes tecnol gicos en el listado anual de forbes https t co 348aicft1g ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,94,17,1
 microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,11,1,1
has anyone from hu25 been able to log into their microsoft office 365 account ,0.5,0.625,neutral,0.0,1.0,0.0,0.0,78,14,1
 with the project accelerator in microsoftproject for the web,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,9,1
 https t co fmw541m8fd b https t co k4l9hxrwbh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,47,9,1
 shannon liao i would let it sit on the title screen for several minutes before starting the game i encountered a https t co c2fs0dlpxa ,-0.1333333333333333,0.1666666666666666,neutral,0.0,1.0,0.0,0.0,136,25,1
be more productive with microsoft teams save time with your own handout of teams keyboard shortcuts available at https t co walrsd7cab ,0.5,0.6333333333333333,positive,0.0,1.0,0.0,0.0,135,22,1
 msbuild 1 1 https t co pravbpo2bz ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,35,7,1
i won 5 achievements in mahjong by microsoft mobile for 290 points on trueachievements https t co x5bp3vxkvj ,0.0,0.0,positive,0.0,1.0,0.0,0.0,109,18,1
microsoft siri google ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,3,1
 lyssa tv because the rollback system isn t part of microsoft s true skill system so it can t be coded into the confidence matrix ,0.35,0.65,positive,0.0,1.0,0.0,0.0,130,25,1
 sas debuts a new containerized release of the viya analytics and data management platform that for the first time is cl ,0.1931818181818181,0.3939393939393939,neutral,0.0,1.0,0.0,0.0,121,21,1
 gameauras this was such a weird aesthetic for the microsoft that they never really went back to this weird industrial computer vibe ,-0.22,0.54,negative,0.0,1.0,0.0,0.0,133,22,1
 dhxzz para mim nem essa a quest o de ter apenas halo,0.0,0.0,neutral,0.0,1.0,0.0,0.0,53,12,1
 artificial intelligence amp advanced machine learning market is booming worldwide ibm microsoft google investments re ,-0.0999999999999999,0.8,positive,0.0,1.0,0.0,0.0,119,15,1
 kryptobot2077 dogecoinrise elonmusk a nasa j foi hackeada com um pc de us 35 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,78,14,1
 o google j foi hackeado ficou fora do ar e em seu lugar apareceu uma i ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,72,16,1
 a more inclusive and accessible reading experience is now available in powerpoint for the web,0.425,0.425,neutral,0.0,1.0,0.0,0.0,94,15,1
 teams gt microsoft group transcribe https t co jdlgja1k9r,0.0,0.0,positive,0.0,1.0,0.0,0.0,58,9,1
 trueblue designs the future of artificial intelligence and analytics for healthcare with aidea integrated with microsoft d ,-0.3,0.5625,positive,0.0,1.0,0.0,0.0,124,17,1
 jenmsft hahaha,0.2,0.4,positive,0.0,1.0,0.0,0.0,15,2,1
 fr1ng3 gothamknights have never owned an xbox,0.0,0.0,neutral,0.0,1.0,0.0,0.0,46,7,1
 bust out your notebook cause it s time to learn some lineups learn how to play sova on icebox from officialxeta himself in ,0.0,0.0,positive,0.0,1.0,0.0,0.0,124,23,1
 such great news to wake up to made by dyslexia partnered with microsoft to develop a free 2 hour dyslexia awareness ,0.4000000000000001,0.6833333333333332,positive,0.0,1.0,0.0,0.0,117,21,1
 paper core microsoft sans serif ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,33,5,1
 schwi carinhoso arriscou em fazer ip s com o mesmo n vel de ambi o e or amento que halo,0.0,0.0,neutral,0.0,1.0,0.0,0.0,88,20,1
 marsglobal microsoft el director general y todo el equipo de liderazgo de marsglobal a n no ha tomado medidas pa https t co oxxluwxacd ,0.05,0.5,positive,0.0,1.0,0.0,0.0,136,24,1
 dive inside the human mind psychology degree optional but might give you an edge join the psychonauts today with xboxgamep ,0.0,0.1,positive,0.0,1.0,0.0,0.0,124,20,1
 new video gjost runner 2 microsoft mesh aims to bring holographic virtual collaboration to all tech data ht mikequindazzi https t co 74bz breaking blog from dawn to silent night darkside ransomware initial attack vector evolution microsoft exchange ,0.0454545454545454,0.1848484848484848,negative,0.0,1.0,0.0,0.0,250,38,1
 microsoft word twitter140 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,27,3,1
putting the final touches on my presentation for later today https t co k6hn5efpip https t co fmw541m8fd ,0.0,0.5,neutral,0.0,1.0,0.0,0.0,105,18,1
 b https t co k4l9hxrwbh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,25,5,1
 cybermdx announces membership in microsoft intelligent security association https t co t50fvb0lah msftadvocate msft4s ,0.8,0.9,positive,0.0,1.0,0.0,0.0,119,14,1
 te invitamos al foro qu es el sistema integral de justicia reparaci n y garant as de no repetici n y como este puede ,0.0,0.0,negative,0.0,1.0,0.0,0.0,118,24,1
 new video gjost runner 2 new video gjost runner 2 ,0.1363636363636363,0.4545454545454545,neutral,0.0,1.0,0.0,0.0,51,10,1
 a nasa j foi hackeada com um pc de us 35 o google j foi hackeado ficou fora do ar e em seu lugar apareceu uma i ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,27,1
thinking of reporting my findings and report the bug to both microsoft and emacs it seems like a portability issue https t co xfvf296tct ,0.0,0.0,positive,0.0,1.0,0.0,0.0,137,24,1
can someone please add the microsoft windows shut down sound effect to this please https t co sh1eqkyrh8 ,0.1222222222222222,0.3444444444444444,positive,0.0,1.0,0.0,0.0,105,18,1
 honestly thought this was just me https t co jsgelzxkco ,0.6,0.9,positive,0.0,1.0,0.0,0.0,57,10,1
iphone nokia microsoft android hp intel lenovo chevrolet just walk lipton oral b colgate signa https t co 4ppeiynhle ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,117,19,1
 https t co fmw541m8fd b https t co k4l9hxrwbh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,47,9,1
 abcworldnews no money for electric cars pelosis state already mandating that all california will be mandated to https t co asg7ykb3hw ,0.0,0.0,negative,0.0,1.0,0.0,0.0,135,21,1
 https t co fmw541m8fd b https t co k4l9hxrwbh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,47,9,1
 bullx30 mvh deltagammaqueen the only controversy is how gotham is used,0.0,1.0,neutral,0.0,1.0,0.0,0.0,71,11,1
 introducing reading progress in microsoftteams a built in tool designed to help students build confidence inde ,0.0,0.0,positive,0.0,1.0,0.0,0.0,112,16,1
 a nasa j foi hackeada com um pc de us 35 o google j foi hackeado ficou fora do ar e em seu lugar apareceu uma i ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,27,1
 trueblue designs the future of artificial intelligence and analytics for healthcare with aidea integrated with microsoft d ,-0.3,0.5625,positive,0.0,1.0,0.0,0.0,124,17,1
 nowthisnews but they have ordered more sophisticated ones from microsoft why do they show lower quality ones https t ,0.5,0.75,positive,0.0,1.0,0.0,0.0,118,19,1
how to recover your hotmail account https t co mwutkx3o95 emailpassword hotmailaccount microsoft https t co uzf0bhdyck ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,119,17,1
 c private https t co n769wlbv1r ,0.0,0.375,neutral,0.0,1.0,0.0,0.0,33,6,1
 if your job makes you use microsoft teams,0.0,0.0,neutral,0.0,1.0,0.0,0.0,42,8,1
podem meter comandos com baterias e n o com pilhas estamos em 2021 xbox one xbox s ries s x xbox pt ptmicrosoft microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,122,24,1
 a nasa j foi hackeada com um pc de us 35 o google j foi hackeado ficou fora do ar e em seu lugar apareceu uma i ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,27,1
 samadeu algumas para a microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,34,5,1
 microsoft edge ie ie11 edge ie https t co gci1qasqqi ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,54,10,1
 c private https t co n769wlbv1r ,0.0,0.375,neutral,0.0,1.0,0.0,0.0,33,6,1
 sssssparkers did you get a new car to convey your love of microsoft teams https t co jmszfa5whv ,0.3181818181818182,0.5272727272727272,positive,0.0,1.0,0.0,0.0,97,18,1
microsoft s alex kipman confirms hololens consumer ar smartglasses being developed amp describes how it can happen https t co ob6gixxqdi,0.1,0.3,neutral,0.0,1.0,0.0,0.0,136,21,1
 nikola jokic und seine aktiven h nde in der defense der joker ist eher f r seine offense bekannt,0.0,0.0,positive,0.0,1.0,0.0,0.0,97,19,1
cortana https t co xo912nhkjc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,30,5,1
 hey we are continuing to invest in dsc and needed to make some changes take a look https t co 8irx01l4sf ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,106,21,1
cisco to acquire indy startup socio to bring hybrid events to webex https t co wxt0nwwpy5 brand college offers https t co r0vc0lkl9c ,0.1,0.0,neutral,0.0,1.0,0.0,0.0,133,23,1
 microsoft cybersecurity reference architectures mcra is updated and available for download https t co huw6xo2nm8 http ,0.4,0.4,neutral,0.0,1.0,0.0,0.0,119,16,1
 hey excellers we have reached 300 awesome reviews in amazon for our 101 most popular excel formulas book we couldn ,0.7000000000000001,0.7999999999999999,positive,0.0,1.0,0.0,0.0,116,20,1
microsoft communicator white gray headband headsets ebay https t co i0izhdrmyk ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,79,11,1
 know the holiday shipping and return policies for apple,0.0,0.0,positive,0.0,1.0,0.0,0.0,56,9,1
 in light of the recent cyber attacks on solarwinds,0.2,0.475,negative,0.0,1.0,0.0,0.0,51,9,1
 microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,11,1,1
 teams gt microsoft group transcribe https t co jdlgja1k9r,0.0,0.0,positive,0.0,1.0,0.0,0.0,58,9,1
pongo get chrome en el internet explorer y microsoft llora edge https t co sm5yptz6ok ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,15,1
https t co hfqwc8stcc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,22,4,1
 ltlatins louis tomlinson microsoft i vote louies for bestfanarmy at the iheartawards ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,12,1
 umm why can i find the password i used to connect to a remote desktop service in cleartext in memory of rdp service first ,0.075,0.2666666666666666,neutral,0.0,1.0,0.0,0.0,123,24,1
 schwi carinhoso sim kkkk antigamente eu pensava diferente mas hoje eu j aceitei que a sony deu uma surra na micr https t co svog99jguw ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,136,25,1
microsoft s marketing doesn t get enough credit they can sell ice to a eskimo https t co yqivym8or0 ,0.0,0.5,positive,0.0,1.0,0.0,0.0,100,19,1
 subnautica below zero j est dispon vel no gamepass j1bru oluwada77055977 e3waitfor2020 dino46314878 dimemnsions rmvnda i don t believe any of them just that s https t co eifm3dxr7s if your job makes you use microsoft teams zoom googo suite asana trello jira figma or toggl commit and push ,0.0,0.0,neutral,0.047,0.905,0.047,0.0,290,49,1
 https t co fmw541m8fd b https t co k4l9hxrwbh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,47,9,1
 mitre gartner forrester https t co 5cybcxg6io ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,47,7,1
in light of the recent cyber attacks on solarwinds,0.2,0.475,negative,0.0,1.0,0.0,0.0,50,9,1
 teams gt microsoft group transcribe https t co jdlgja1k9r identity ,0.0,0.0,positive,0.0,1.0,0.0,0.0,68,10,1
 threat protection ,0.0,0.0,negative,0.0,1.0,0.0,0.0,19,2,1
 cloud security ,0.0,0.0,positive,0.0,1.0,0.0,0.0,16,2,1
 compliance ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,12,1,1
the microsoft security technical content library is a coll ,0.0,0.1,positive,0.0,1.0,0.0,0.0,59,9,1
 when microsoft announce bitcoin on their balance sheet it will be a god like daily candle https t co 0vhagakpv4 ,0.0,0.0,positive,0.0,1.0,0.0,0.0,113,20,1
 microsoft teams suma una nueva funci n para los eventos en vivo https t co czru9mlort tecnolog a ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,98,18,1
 accomplissez vos t ches avec l gance,0.0,0.0,neutral,0.0,1.0,0.0,0.0,37,7,1
 we re thrilled gartner has named microsoft a leader in the 2021 gartner magic quadrant for endpoint protection platforms,0.55,0.85,positive,0.0,1.0,0.0,0.0,121,19,1
 mhuyo you used to be able to just download a server client from their website but then microsoft bought mojang ,0.5,0.625,neutral,0.0,1.0,0.0,0.0,112,20,1
 restez connect e o que vous soyez gr ce surface pro x,0.0,0.0,neutral,0.0,1.0,0.0,0.0,54,12,1
 microsoft flight simulator msfs2020 https t co 9yuwqmbfcg youtube ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,67,9,1
puzzled by the many pieces to microsoft powerpoint curious about new features let s create a customized training https t co yz9e32pqkh ,0.1787878787878788,0.6515151515151515,positive,0.0,1.0,0.0,0.0,135,22,1
 bernamsa1 metalheartmax eduardoadam3 soydanikyo y lo peor es que este mismo tipo de usuarios que dicen que micr https t co 086q3lyo9r ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,135,22,1
 look at this map shows where the areas where the difficulty of reliably connecting to the internet has gotten bad enough t ,-0.3499999999999999,0.5833333333333333,negative,0.0,1.0,0.0,0.0,124,22,1
 sony fanboys we have the best spider man game nothing wrong with console exclusives microsoft should get better excl ,0.15,0.525,positive,0.0,1.0,0.0,0.0,118,19,1
 sony let the games do talking microsoft https t co lvywgaul3y ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,63,11,1
 sam croese xbox chief good then microsoft did a favor for playstation ,0.7,0.6000000000000001,positive,0.0,1.0,0.0,0.0,71,12,1
 microsoft was named a bi leader for the fourteenth year in a row learn more in the gartner inc 2021 magic quadrant for ana ,0.5,0.75,neutral,0.0,1.0,0.0,0.0,124,24,1
 nanopolymath xcloudtimdog sony bethesda nice restaraunt you have here i would like to order these 2 products f https t co l4rdqp5b32 ,0.6,1.0,positive,0.0,1.0,0.0,0.0,134,22,1
 presidentglover fallout maybe but i do see the next elder scrolls being on all consoles with microsoft pushing ha https t co wam6hgpman ,0.0,0.0,positive,0.0,1.0,0.0,0.0,137,23,1
 as se siente tener planeado el pase de temporada de cod warzone y que llegue la quincena como si fuera una gran caja de ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,24,1
 microsoft apple pc pc kaspersky microsoft ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,43,6,1
 gannonbreslin https t co ojdwf14v2r ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,37,5,1
9to5mac bloomberg the apple and microsoft rivalry is back here s why https t co s5q8qfxgsk via googlenews ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,106,18,1
android police microsoft s folding surface duo is cheaper than the pixel 5 today https t co h47jed4mdx via googlenews ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,20,1
 do you guys know about https t co 0px0lx2rn8 i just found out about it academicchatter openacademics ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,102,17,1
 microsoft explains why minecraft runs at 720p on switch https t co zekuujxted https t co ww5shjthtf ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,101,17,1
 defnotjourdan i m gonna disagree and agree at the same time i think sony or microsoft home growing a company tha https t co l22dogs2dd ,0.0,0.125,positive,0.0,1.0,0.0,0.0,136,25,1
the price keeps dropping and my interest keeps rising https t co hp0logwg2f ,0.0,0.0,positive,0.0,1.0,0.0,0.0,76,13,1
 tropico 4 for free now https t co e5wrcjghvy xboxlive gameswithgold xboxone https t co g4xzhck4p8 ,0.4,0.8,positive,0.0,1.0,0.0,0.0,99,16,1
 microsoft stream stream ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,25,3,0
 xcloudtimdog microsoft could just tell sony to get fucked give them their money back and release the games as a mu https t co lzfyvi2koj ,-0.3,0.35,negative,0.0,1.0,0.0,0.0,138,25,0
 dividendgrowth phoenixvalue microsoft farmland partners verizon cvs ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,69,7,0
microsoft to buy ai firm nuance communications in 19 7 billion deal by reuters https t co fyo7mtrukp ,-0.2,0.4,neutral,0.0,1.0,0.0,0.0,101,18,0
melinda gates been getting that microsoft all this time but imma give her that megahardddddd https t co 4301nrhkld ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,115,19,0
 microsoft shut down its blockchain and built on bitcoin https t co uxucs0bekg ,-0.1555555555555555,0.2888888888888889,neutral,0.0,1.0,0.0,0.0,79,13,0
tropico 4 for free now https t co e5wrcjghvy xboxlive gameswithgold xboxone https t co g4xzhck4p8 ,0.4,0.8,positive,0.0,1.0,0.0,0.0,98,16,0
dungeons 3 for free now https t co je1lkbnn2p xboxlive gameswithgold xboxone https t co m6jkknzxxn ,0.4,0.8,positive,0.0,1.0,0.0,0.0,99,16,0
 edkenny21 bengrump starboyhsp phil spencer is a dumbass because he thinks that exclusive means multi platform s https t co z6cg6tinw1 ,0.0,0.0,negative,0.0,1.0,0.0,0.0,135,21,0
 the hacker news hackers using microsoft build engine to deliver malware filelessly https t co ps0movdkz4 via goog ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,115,18,0
